,nlm,dmmhc,gbc,unsharp
310,0.9925129999999999,0.9990049999999999,0.9945719999999999,0.999016
218,0.994707,0.9990049999999999,0.993116,0.99244
274,0.994707,0.995035,0.9919629999999999,0.9905940000000001
61,0.9991120000000001,0.995035,0.9945719999999999,0.996943
344,0.9925129999999999,0.997199,0.993116,0.9905940000000001
373,0.9925129999999999,0.995035,0.9919629999999999,0.99244
18,0.9991120000000001,0.9990049999999999,0.993116,0.99244
195,0.997182,0.991207,0.9919629999999999,0.999016
192,0.997182,0.991207,0.993116,0.995042
443,0.99015,0.997199,0.993116,0.99244
115,0.997182,0.9990049999999999,0.993116,0.999016
299,0.994707,0.991207,0.9919629999999999,0.9905940000000001
388,0.9925129999999999,0.991207,0.9945719999999999,0.99244
199,0.997182,0.991207,0.9919629999999999,0.9905940000000001
302,0.9925129999999999,0.9990049999999999,0.999035,0.995042
53,0.9991120000000001,0.995035,0.999035,0.99244
399,0.9925129999999999,0.991207,0.9919629999999999,0.9905940000000001
272,0.994707,0.995035,0.9919629999999999,0.995042
312,0.9925129999999999,0.9990049999999999,0.9945719999999999,0.995042
428,0.99015,0.997199,0.999035,0.99244
280,0.994707,0.991207,0.9971209999999999,0.999016
76,0.9991120000000001,0.991207,0.999035,0.996943
52,0.9991120000000001,0.995035,0.999035,0.995042
387,0.9925129999999999,0.991207,0.9945719999999999,0.995042
25,0.9991120000000001,0.997199,0.999035,0.999016
151,0.997182,0.995035,0.999035,0.996943
70,0.9991120000000001,0.995035,0.9919629999999999,0.999016
249,0.994707,0.997199,0.9919629999999999,0.9905940000000001
162,0.997182,0.995035,0.9945719999999999,0.995042
265,0.994707,0.995035,0.993116,0.999016
29,0.9991120000000001,0.997199,0.999035,0.9905940000000001
442,0.99015,0.997199,0.993116,0.995042
215,0.994707,0.9990049999999999,0.993116,0.999016
359,0.9925129999999999,0.995035,0.9971209999999999,0.9905940000000001
136,0.997182,0.997199,0.9945719999999999,0.996943
393,0.9925129999999999,0.991207,0.993116,0.99244
282,0.994707,0.991207,0.9971209999999999,0.995042
125,0.997182,0.997199,0.999035,0.999016
374,0.9925129999999999,0.995035,0.9919629999999999,0.9905940000000001
132,0.997182,0.997199,0.9971209999999999,0.995042
88,0.9991120000000001,0.991207,0.9945719999999999,0.99244
239,0.994707,0.997199,0.9945719999999999,0.9905940000000001
439,0.99015,0.997199,0.9945719999999999,0.9905940000000001
1,0.9991120000000001,0.9990049999999999,0.999035,0.996943
80,0.9991120000000001,0.991207,0.9971209999999999,0.999016
466,0.99015,0.995035,0.993116,0.996943
386,0.9925129999999999,0.991207,0.9945719999999999,0.996943
44,0.9991120000000001,0.997199,0.993116,0.9905940000000001
171,0.997182,0.995035,0.9919629999999999,0.996943
474,0.99015,0.995035,0.9919629999999999,0.9905940000000001
430,0.99015,0.997199,0.9971209999999999,0.999016
319,0.9925129999999999,0.9990049999999999,0.993116,0.9905940000000001
92,0.9991120000000001,0.991207,0.993116,0.995042
482,0.99015,0.991207,0.9971209999999999,0.995042
448,0.99015,0.997199,0.9919629999999999,0.99244
323,0.9925129999999999,0.9990049999999999,0.9919629999999999,0.99244
104,0.997182,0.9990049999999999,0.999035,0.9905940000000001
278,0.994707,0.991207,0.999035,0.99244
356,0.9925129999999999,0.995035,0.9971209999999999,0.996943
86,0.9991120000000001,0.991207,0.9945719999999999,0.996943
449,0.99015,0.997199,0.9919629999999999,0.9905940000000001
147,0.997182,0.997199,0.9919629999999999,0.995042
384,0.9925129999999999,0.991207,0.9971209999999999,0.9905940000000001
296,0.994707,0.991207,0.9919629999999999,0.996943
11,0.9991120000000001,0.9990049999999999,0.9945719999999999,0.996943
395,0.9925129999999999,0.991207,0.9919629999999999,0.999016
446,0.99015,0.997199,0.9919629999999999,0.996943
141,0.997182,0.997199,0.993116,0.996943
169,0.997182,0.995035,0.993116,0.9905940000000001
484,0.99015,0.991207,0.9971209999999999,0.9905940000000001
495,0.99015,0.991207,0.9919629999999999,0.999016
342,0.9925129999999999,0.997199,0.993116,0.995042
241,0.994707,0.997199,0.993116,0.996943
234,0.994707,0.997199,0.9971209999999999,0.9905940000000001
408,0.99015,0.9990049999999999,0.9971209999999999,0.99244
153,0.997182,0.995035,0.999035,0.99244
64,0.9991120000000001,0.995035,0.9945719999999999,0.9905940000000001
420,0.99015,0.9990049999999999,0.9919629999999999,0.999016
464,0.99015,0.995035,0.9945719999999999,0.9905940000000001
438,0.99015,0.997199,0.9945719999999999,0.99244
436,0.99015,0.997199,0.9945719999999999,0.996943
480,0.99015,0.991207,0.9971209999999999,0.999016
85,0.9991120000000001,0.991207,0.9945719999999999,0.999016
7,0.9991120000000001,0.9990049999999999,0.9971209999999999,0.995042
259,0.994707,0.995035,0.9971209999999999,0.9905940000000001
158,0.997182,0.995035,0.9971209999999999,0.99244
114,0.997182,0.9990049999999999,0.9945719999999999,0.9905940000000001
370,0.9925129999999999,0.995035,0.9919629999999999,0.999016
138,0.997182,0.997199,0.9945719999999999,0.99244
43,0.9991120000000001,0.997199,0.993116,0.99244
345,0.9925129999999999,0.997199,0.9919629999999999,0.999016
346,0.9925129999999999,0.997199,0.9919629999999999,0.996943
253,0.994707,0.995035,0.999035,0.99244
269,0.994707,0.995035,0.993116,0.9905940000000001
385,0.9925129999999999,0.991207,0.9945719999999999,0.999016
230,0.994707,0.997199,0.9971209999999999,0.999016
409,0.99015,0.9990049999999999,0.9971209999999999,0.9905940000000001
361,0.9925129999999999,0.995035,0.9945719999999999,0.996943
295,0.994707,0.991207,0.9919629999999999,0.999016
469,0.99015,0.995035,0.993116,0.9905940000000001
46,0.9991120000000001,0.997199,0.9919629999999999,0.996943
315,0.9925129999999999,0.9990049999999999,0.993116,0.999016
117,0.997182,0.9990049999999999,0.993116,0.995042
187,0.997182,0.991207,0.9945719999999999,0.995042
479,0.99015,0.991207,0.999035,0.9905940000000001
182,0.997182,0.991207,0.9971209999999999,0.995042
176,0.997182,0.991207,0.999035,0.996943
363,0.9925129999999999,0.995035,0.9945719999999999,0.99244
460,0.99015,0.995035,0.9945719999999999,0.999016
496,0.99015,0.991207,0.9919629999999999,0.996943
318,0.9925129999999999,0.9990049999999999,0.993116,0.99244
440,0.99015,0.997199,0.993116,0.999016
281,0.994707,0.991207,0.9971209999999999,0.996943
48,0.9991120000000001,0.997199,0.9919629999999999,0.99244
27,0.9991120000000001,0.997199,0.999035,0.995042
258,0.994707,0.995035,0.9971209999999999,0.99244
91,0.9991120000000001,0.991207,0.993116,0.996943
62,0.9991120000000001,0.995035,0.9945719999999999,0.995042
15,0.9991120000000001,0.9990049999999999,0.993116,0.999016
87,0.9991120000000001,0.991207,0.9945719999999999,0.995042
457,0.99015,0.995035,0.9971209999999999,0.995042
100,0.997182,0.9990049999999999,0.999035,0.999016
50,0.9991120000000001,0.995035,0.999035,0.999016
297,0.994707,0.991207,0.9919629999999999,0.995042
231,0.994707,0.997199,0.9971209999999999,0.996943
82,0.9991120000000001,0.991207,0.9971209999999999,0.995042
411,0.99015,0.9990049999999999,0.9945719999999999,0.996943
49,0.9991120000000001,0.997199,0.9919629999999999,0.9905940000000001
337,0.9925129999999999,0.997199,0.9945719999999999,0.995042
243,0.994707,0.997199,0.993116,0.99244
306,0.9925129999999999,0.9990049999999999,0.9971209999999999,0.996943
341,0.9925129999999999,0.997199,0.993116,0.996943
189,0.997182,0.991207,0.9945719999999999,0.9905940000000001
307,0.9925129999999999,0.9990049999999999,0.9971209999999999,0.995042
431,0.99015,0.997199,0.9971209999999999,0.996943
487,0.99015,0.991207,0.9945719999999999,0.995042
410,0.99015,0.9990049999999999,0.9945719999999999,0.999016
485,0.99015,0.991207,0.9945719999999999,0.999016
488,0.99015,0.991207,0.9945719999999999,0.99244
417,0.99015,0.9990049999999999,0.993116,0.995042
415,0.99015,0.9990049999999999,0.993116,0.999016
328,0.9925129999999999,0.997199,0.999035,0.99244
81,0.9991120000000001,0.991207,0.9971209999999999,0.996943
327,0.9925129999999999,0.997199,0.999035,0.995042
303,0.9925129999999999,0.9990049999999999,0.999035,0.99244
414,0.99015,0.9990049999999999,0.9945719999999999,0.9905940000000001
77,0.9991120000000001,0.991207,0.999035,0.995042
238,0.994707,0.997199,0.9945719999999999,0.99244
5,0.9991120000000001,0.9990049999999999,0.9971209999999999,0.999016
206,0.994707,0.9990049999999999,0.9971209999999999,0.996943
462,0.99015,0.995035,0.9945719999999999,0.995042
317,0.9925129999999999,0.9990049999999999,0.993116,0.995042
348,0.9925129999999999,0.997199,0.9919629999999999,0.99244
246,0.994707,0.997199,0.9919629999999999,0.996943
343,0.9925129999999999,0.997199,0.993116,0.99244
293,0.994707,0.991207,0.993116,0.99244
406,0.99015,0.9990049999999999,0.9971209999999999,0.996943
454,0.99015,0.995035,0.999035,0.9905940000000001
123,0.997182,0.9990049999999999,0.9919629999999999,0.99244
294,0.994707,0.991207,0.993116,0.9905940000000001
381,0.9925129999999999,0.991207,0.9971209999999999,0.996943
250,0.994707,0.995035,0.999035,0.999016
106,0.997182,0.9990049999999999,0.9971209999999999,0.996943
24,0.9991120000000001,0.9990049999999999,0.9919629999999999,0.9905940000000001
118,0.997182,0.9990049999999999,0.993116,0.99244
351,0.9925129999999999,0.995035,0.999035,0.996943
404,0.99015,0.9990049999999999,0.999035,0.9905940000000001
211,0.994707,0.9990049999999999,0.9945719999999999,0.996943
172,0.997182,0.995035,0.9919629999999999,0.995042
190,0.997182,0.991207,0.993116,0.999016
156,0.997182,0.995035,0.9971209999999999,0.996943
232,0.994707,0.997199,0.9971209999999999,0.995042
194,0.997182,0.991207,0.993116,0.9905940000000001
68,0.9991120000000001,0.995035,0.993116,0.99244
376,0.9925129999999999,0.991207,0.999035,0.996943
298,0.994707,0.991207,0.9919629999999999,0.99244
476,0.99015,0.991207,0.999035,0.996943
40,0.9991120000000001,0.997199,0.993116,0.999016
98,0.9991120000000001,0.991207,0.9919629999999999,0.99244
416,0.99015,0.9990049999999999,0.993116,0.996943
184,0.997182,0.991207,0.9971209999999999,0.9905940000000001
63,0.9991120000000001,0.995035,0.9945719999999999,0.99244
465,0.99015,0.995035,0.993116,0.999016
90,0.9991120000000001,0.991207,0.993116,0.999016
96,0.9991120000000001,0.991207,0.9919629999999999,0.996943
287,0.994707,0.991207,0.9945719999999999,0.995042
481,0.99015,0.991207,0.9971209999999999,0.996943
368,0.9925129999999999,0.995035,0.993116,0.99244
164,0.997182,0.995035,0.9945719999999999,0.9905940000000001
