nlm,dmmhc,gbc,unsharp,combined
0.992513,0.995035,0.999035,0.99244,0.973135
0.992513,0.995035,0.999035,0.990594,0.963474
0.992513,0.995035,0.997121,0.999016,0.977385
0.992513,0.995035,0.997121,0.996943,0.97466
0.992513,0.995035,0.997121,0.995042,0.970674
0.992513,0.995035,0.997121,0.99244,0.970674
0.992513,0.995035,0.997121,0.990594,0.960445
0.992513,0.995035,0.994572,0.999016,0.9748
0.992513,0.995035,0.994572,0.996943,0.972199
0.992513,0.995035,0.994572,0.995042,0.968531
0.992513,0.995035,0.994572,0.99244,0.968531
0.992513,0.995035,0.994572,0.990594,0.958641
0.992513,0.995035,0.993116,0.999016,0.972023
0.992513,0.995035,0.993116,0.996943,0.969448
0.992513,0.995035,0.993116,0.995042,0.965715
0.992513,0.995035,0.993116,0.99244,0.96536
0.992513,0.995035,0.993116,0.990594,0.955388
0.992513,0.995035,0.991963,0.999016,0.972023
0.992513,0.995035,0.991963,0.996943,0.969448
0.992513,0.995035,0.991963,0.995042,0.965715
0.992513,0.995035,0.991963,0.99244,0.96536
0.992513,0.995035,0.991963,0.990594,0.955388
0.992513,0.991207,0.999035,0.999016,0.975331
0.992513,0.991207,0.999035,0.996943,0.972588
0.992513,0.991207,0.999035,0.995042,0.968479
0.992513,0.991207,0.999035,0.99244,0.968123
0.992513,0.991207,0.999035,0.990594,0.958323
0.992513,0.991207,0.997121,0.999016,0.972433
0.992513,0.991207,0.997121,0.996943,0.969694
0.992513,0.991207,0.997121,0.995042,0.965871
0.992513,0.991207,0.997121,0.99244,0.965518
0.992513,0.991207,0.997121,0.990594,0.95565
0.992513,0.991207,0.994572,0.999016,0.970164
0.992513,0.991207,0.994572,0.996943,0.967588
0.992513,0.991207,0.994572,0.995042,0.963912
0.992513,0.991207,0.994572,0.99244,0.963912
0.992513,0.991207,0.994572,0.990594,0.953987
0.992513,0.991207,0.993116,0.999016,0.967099
0.992513,0.991207,0.993116,0.996943,0.964592
0.992513,0.991207,0.993116,0.995042,0.960869
0.992513,0.991207,0.993116,0.99244,0.960516
0.992513,0.991207,0.993116,0.990594,0.950683
0.992513,0.991207,0.991963,0.999016,0.967099
0.992513,0.991207,0.991963,0.996943,0.964592
0.992513,0.991207,0.991963,0.995042,0.960869
0.992513,0.991207,0.991963,0.99244,0.960516
0.992513,0.991207,0.991963,0.990594,0.950683
0.99015,0.999005,0.999035,0.999016,0.985157
0.99015,0.999005,0.999035,0.996943,0.982894
0.99015,0.999005,0.999035,0.995042,0.979392
0.99015,0.999005,0.999035,0.99244,0.979392
0.99015,0.999005,0.999035,0.990594,0.970524
0.99015,0.999005,0.997121,0.999016,0.982849
0.99015,0.999005,0.997121,0.996943,0.98055
0.99015,0.999005,0.997121,0.995042,0.977058
0.99015,0.999005,0.997121,0.99244,0.977058
0.99015,0.999005,0.997121,0.990594,0.967949
0.99015,0.999005,0.994572,0.999016,0.980789
0.99015,0.999005,0.994572,0.996943,0.978673
0.99015,0.999005,0.994572,0.995042,0.97549
0.99015,0.999005,0.994572,0.99244,0.97549
0.99015,0.999005,0.994572,0.990594,0.966844
0.99015,0.999005,0.993116,0.999016,0.978492
0.99015,0.999005,0.993116,0.996943,0.976306
0.99015,0.999005,0.993116,0.995042,0.973019
0.99015,0.999005,0.993116,0.99244,0.973019
0.99015,0.999005,0.993116,0.990594,0.96384
0.99015,0.999005,0.991963,0.999016,0.978492
0.99015,0.999005,0.991963,0.996943,0.976306
0.99015,0.999005,0.991963,0.995042,0.973019
0.99015,0.999005,0.991963,0.99244,0.973019
0.99015,0.999005,0.991963,0.990594,0.96384
0.99015,0.997199,0.999035,0.999016,0.982126
0.99015,0.997199,0.999035,0.996943,0.979396
0.99015,0.997199,0.999035,0.995042,0.97554
0.99015,0.997199,0.999035,0.99244,0.97554
0.99015,0.997199,0.999035,0.990594,0.966318
0.99015,0.997199,0.997121,0.999016,0.979525
0.99015,0.997199,0.997121,0.996943,0.97678
0.99015,0.997199,0.997121,0.995042,0.972829
0.99015,0.997199,0.997121,0.99244,0.972829
0.99015,0.997199,0.997121,0.990594,0.963294
0.99015,0.997199,0.994572,0.999016,0.977792
0.99015,0.997199,0.994572,0.996943,0.975253
0.99015,0.997199,0.994572,0.995042,0.971732
0.99015,0.997199,0.994572,0.99244,0.971732
0.99015,0.997199,0.994572,0.990594,0.962723
0.99015,0.997199,0.993116,0.999016,0.975707
0.99015,0.997199,0.993116,0.996943,0.973095
0.99015,0.997199,0.993116,0.995042,0.969427
0.99015,0.997199,0.993116,0.99244,0.969427
0.99015,0.997199,0.993116,0.990594,0.960011
0.99015,0.997199,0.991963,0.999016,0.975707
0.99015,0.997199,0.991963,0.996943,0.973095
0.99015,0.997199,0.991963,0.995042,0.969427
0.99015,0.997199,0.991963,0.99244,0.969427
0.99015,0.997199,0.991963,0.990594,0.960011
0.99015,0.995035,0.999035,0.999016,0.979412
0.99015,0.995035,0.999035,0.996943,0.976951
0.99015,0.995035,0.999035,0.995042,0.973231
0.99015,0.995035,0.999035,0.99244,0.973231
0.99015,0.995035,0.999035,0.990594,0.963623
0.99015,0.995035,0.997121,0.999016,0.976828
0.99015,0.995035,0.997121,0.996943,0.974398
0.99015,0.995035,0.997121,0.995042,0.970636
0.99015,0.995035,0.997121,0.99244,0.970636
0.99015,0.995035,0.997121,0.990594,0.960824
0.99015,0.995035,0.994572,0.999016,0.974085
0.99015,0.995035,0.994572,0.996943,0.971791
0.99015,0.995035,0.994572,0.995042,0.968419
0.99015,0.995035,0.994572,0.99244,0.968419
0.99015,0.995035,0.994572,0.990594,0.958894
0.99015,0.995035,0.993116,0.999016,0.972369
0.99015,0.995035,0.993116,0.996943,0.970019
0.99015,0.995035,0.993116,0.995042,0.966576
0.99015,0.995035,0.993116,0.99244,0.966576
0.99015,0.995035,0.993116,0.990594,0.95674
0.99015,0.995035,0.991963,0.999016,0.97141
0.99015,0.995035,0.991963,0.996943,0.969088
0.99015,0.995035,0.991963,0.995042,0.965622
0.99015,0.995035,0.991963,0.99244,0.965622
0.99015,0.995035,0.991963,0.990594,0.955628
0.99015,0.991207,0.999035,0.999016,0.97547
0.99015,0.991207,0.999035,0.996943,0.973049
0.99015,0.991207,0.999035,0.995042,0.969293
0.99015,0.991207,0.999035,0.99244,0.969293
0.99015,0.991207,0.999035,0.990594,0.959675
0.99015,0.991207,0.997121,0.999016,0.972947
0.99015,0.991207,0.997121,0.996943,0.970566
0.99015,0.991207,0.997121,0.995042,0.967045
0.99015,0.991207,0.997121,0.99244,0.967045
0.99015,0.991207,0.997121,0.990594,0.957324
0.99015,0.991207,0.994572,0.999016,0.970213
0.99015,0.991207,0.994572,0.996943,0.967906
0.99015,0.991207,0.994572,0.995042,0.964644
0.99015,0.991207,0.994572,0.99244,0.964644
0.99015,0.991207,0.994572,0.990594,0.955142
0.99015,0.991207,0.993116,0.999016,0.967138
0.99015,0.991207,0.993116,0.996943,0.9649
0.99015,0.991207,0.993116,0.995042,0.961506
0.99015,0.991207,0.993116,0.99244,0.961506
0.99015,0.991207,0.993116,0.990594,0.951714
0.99015,0.991207,0.991963,0.999016,0.967138
0.99015,0.991207,0.991963,0.996943,0.9649
0.99015,0.991207,0.991963,0.995042,0.961506
0.99015,0.991207,0.991963,0.99244,0.961506
0.99015,0.991207,0.991963,0.990594,0.951714
